"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Date/Time: Posted date/time of the transaction"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"Note: Reports with start date of 1 Jan 2025 or later are indexed by posted date, include both released and deferred transactions and have two new columns. You may need to update integrations or third-party mappings."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total","Transaction Status","Transaction Release Date"
"22 May 2026 8:41:02 am UTC","27175509832","Order","403-7763092-0098753","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","JAMMU","JAMMU & KASHMIR","180019","170.48","0","0","0","8.52","0","0","-0.85","0","0","0","-1.18","0","176.97","Released","3 Jun 2026 11:58:24 pm UTC"
"22 May 2026 8:41:03 am UTC","27129830212","Order","405-2118125-3505103","JR-EFPC-8UTV","Quacc Curved Fishing Forceps Piercing Pliers Stainless Steel Fishing Hemostats for Nurses, Fishing Enthusiasts, Crafts","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAGTIAL","TELANGANA","505460","265.71","0","0","0","13.29","0","0","-1.33","0","0","0","-1.18","0","276.49","Deferred",
"22 May 2026 8:41:04 am UTC","27175655182","Shipping Services","404-4513283-4852364","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","4 Jun 2026 7:07:20 am UTC"
"22 May 2026 8:41:07 am UTC","27175509832","Order","405-1286122-2007559","OB-SK2N-S8TT","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KANPUR","UTTAR PRADESH","208027","170.48","0","0","-6.82","8.18","0","0","-0.82","0","0","0","-1.18","0","169.84","Released","1 Jun 2026 5:45:09 am UTC"
"22 May 2026 8:41:07 am UTC","27175509832","Shipping Services","408-5194520-3137151","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 5:31:44 am UTC"
"22 May 2026 8:41:09 am UTC","27175509832","Shipping Services","402-8658454-4989951","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 7:09:12 am UTC"
"22 May 2026 8:41:10 am UTC","27175509832","Shipping Services","403-2787302-5338707","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 2:39:27 pm UTC"
"22 May 2026 8:41:12 am UTC","27129830212","Shipping Services","404-0635115-1214730","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:15 am UTC","27175509832","Shipping Services","407-3676053-8950765","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 11:45:41 pm UTC"
"22 May 2026 8:41:17 am UTC","27175655182","Shipping Services","406-3822409-6869949","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 5:36:35 am UTC"
"22 May 2026 8:41:18 am UTC","27175509832","Shipping Services","171-5110344-3196327","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 7:32:49 pm UTC"
"22 May 2026 8:41:20 am UTC","27129830212","Shipping Services","406-0049439-0384319","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:24 am UTC","27175655182","Shipping Services","406-3644836-9465165","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 3:37:03 pm UTC"
"22 May 2026 8:41:26 am UTC","27175509832","Shipping Services","402-7629126-8070762","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 10:05:47 pm UTC"
"22 May 2026 8:41:27 am UTC","27175655182","Shipping Services","171-6940407-6597930","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","2 Jun 2026 9:17:11 pm UTC"
"22 May 2026 8:41:29 am UTC","27129830212","Shipping Services","403-2853981-0218717","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:32 am UTC","27129776332","Shipping Services","171-1367291-2542717","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:33 am UTC","27129776332","Shipping Services","402-4378462-6667532","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:34 am UTC","27175509832","Shipping Services","404-6274227-0029915","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","1 Jun 2026 5:34:38 pm UTC"
"22 May 2026 8:41:38 am UTC","27175509832","Shipping Services","402-6060814-5749129","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","1 Jun 2026 1:22:33 pm UTC"
"22 May 2026 8:41:42 am UTC","27129776332","Shipping Services","171-1885426-0657165","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:49 am UTC","27129776332","Shipping Services","404-7971946-8758745","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:56 am UTC","27129830212","Shipping Services","405-2118125-3505103","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:41:56 am UTC","27175509832","Shipping Services","402-1353020-5713121","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 6:56:56 am UTC"
"22 May 2026 8:42:00 am UTC","27129776332","Shipping Services","404-8084210-1967549","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:42:03 am UTC","27175509832","Shipping Services","403-7763092-0098753","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","3 Jun 2026 10:21:37 pm UTC"
"22 May 2026 8:42:11 am UTC","27175655182","Shipping Services","402-1851827-5943565","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","1 Jun 2026 5:53:05 am UTC"
"22 May 2026 8:42:23 am UTC","27175509832","Shipping Services","405-1286122-2007559","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","1 Jun 2026 5:54:21 am UTC"
"22 May 2026 8:55:15 am UTC","27129830212","Order","403-9170583-0525163","RoundBloodLancets_100_pcs","VATSALYA MEDTECH Round Blood Lancets - 100 Pcs (Blue) | Compatible with Dr. Morepen Glucometer & All Lancing Devices | Sterile & Single Use | Painless","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","THIRUPATHI","ANDHRA PRADESH","517561","170.48","0","0","0","8.52","0","0","-0.85","0","0","0","-1.18","0","176.97","Deferred",
"22 May 2026 8:55:22 am UTC","27175509832","Order","407-8488647-4191517","OB-SK2N-S8TT","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KAIKALUR","ANDHRA PRADESH","521333","170.48","0","0","-6.82","8.18","0","0","-0.82","0","0","0","-1.18","0","169.84","Released","4 Jun 2026 5:36:04 am UTC"
"22 May 2026 8:55:38 am UTC","27129830212","Shipping Services","403-9170583-0525163","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Deferred",
"22 May 2026 8:56:03 am UTC","27175509832","Shipping Services","407-8488647-4191517","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-64.90","0","-64.90","Released","4 Jun 2026 5:44:14 am UTC"
"22 May 2026 1:19:55 pm UTC","27129776332","Refund","402-5676648-2073909","SW-BMGC-SV9V","Taylor Tomahawk Percussion Reflex Hammer For Neurological Examination (Black)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","MANGALAGIRI","ANDHRA PRADESH","522503","-178.10","0","0","0","-8.90","0","0","0.89","0","-53.10","0","0","0","-239.21","Released","27 May 2026 1:42:40 pm UTC"
"22 May 2026 6:59:52 pm UTC","27175655182","Shipping Services","406-6109548-2500332","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","64.90","0","64.90","Released","2 Jun 2026 8:45:37 am UTC"
"22 May 2026 7:15:37 pm UTC","27175655182","Refund","406-6109548-2500332","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","FATEHNAGAR","RAJASTHAN","313205","-618.10","0","0","0","-30.90","1.55","1.55","0","0","0","0","53.10","0","-592.80","Released","2 Jun 2026 2:14:29 pm UTC"
"23 May 2026 1:00:33 am UTC","27129776332","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,000.80","-360.14","-2,360.94","Released","23 May 2026 1:00:33 am UTC"
"23 May 2026 8:32:13 am UTC","27129830212","Order","405-0480415-0701935","8W-RRGP-M6VE","VATSALYA MEDTECH Universal Lancing Device for Round Glucometer Lancets - Adjustable Depth Blood Sampling Tool for Diabetes Testing - Ergonomic & Safe","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","RAICHUR","KARNATAKA","584101","152.38","0","0","0","7.62","0","0","-0.76","0","0","0","-1.18","0","158.06","Deferred",
"23 May 2026 8:32:22 am UTC","27129830212","Order","405-7040940-4387510","GV-U25C-ZAH6","Rechargeable K-81 CIC Hearing Aid with Charger - Invisible In-Ear Sound Amplifier for Seniors, Men & Women - Comfortable Fit - Suitable for Mild to Mo","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Mangollu","ANDHRA PRADESH","521178","2,929.00","0","0","0","0","0","0","0","0","-276.50","0","-89.68","0","2,562.82","Deferred",
"23 May 2026 8:32:28 am UTC","27129776332","Order","405-7393603-3074702","QG-YMXG-BWXK","VATS Original Diamond Regular BP Cuff with Bladder, Bulb & Valve | Silicone tubing and Bladder | Standard Size Arm Cuff for Manual Sphygmomanometer |","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Bareilly","Uttar Pradesh","243503","618.10","0","0","0","30.90","0","0","-3.09","0","0","0","-53.10","0","592.81","Deferred",
"23 May 2026 8:32:35 am UTC","27175509832","Order","403-3360170-1750737","B0FQ5KNQ5N","Lancing Device Pen & 100 Round Lancets (Compatible for use with all brands of Glucometers), Blue Compatiable with Accu Check Dr Morpen (device pen 100","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Hyderabad","TELANGANA","500045","168.64","0","0","-6.75","29.15","0","0","-0.81","0","0","0","-1.18","0","189.05","Released","4 Jun 2026 4:56:21 am UTC"
"23 May 2026 8:32:44 am UTC","27175509832","Order","403-1677659-2023550","H1-Z3VR-X04J","3 in 1 Wireless Charger for MagSafe, Magnetic Foldable Travel Fast Charging Station Stand for iPhone16/15/14/13/12 Series, AirPods Pro/4/3/2 & Apple W","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","AHMEDABAD","GUJARAT","380004","1,780.00","0","0","-71.20","85.44","0","0","-8.54","0","-434.03","0","-89.68","0","1,261.99","Released","3 Jun 2026 2:33:16 am UTC"
"23 May 2026 8:32:51 am UTC","27175655182","Order","404-8249645-5882763","CF-I7RO-NHA3","VATS Rubber Blood Pressure Bulb For Sphygmomanometer Green+Black","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","JAMNAGAR","GUJARAT","361005","531.42","0","0","0","26.58","0","0","-2.66","0","0","0","-2.36","0","552.98","Released","3 Jun 2026 12:38:05 pm UTC"
"23 May 2026 8:32:51 am UTC","27175655182","Order","407-3982397-9874743","YR-QF1H-KY1O","Diamond Deluxe BP Cuff with Bladder, Bulb and Valve for Aneroid/Mercurial Sphygmomanometer, Adult, 300 grams","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BIDHAN NAGAR","WEST BENGAL","700064","760.95","0","0","0","38.05","0","0","-3.80","0","0","0","-53.10","0","742.10","Released","4 Jun 2026 5:09:14 am UTC"
"23 May 2026 8:32:53 am UTC","27129776332","Order","404-8561346-2080346","5X-54R3-R6I5","BMEDO Blood Lancet Pen for Glucose Testing | Adjustable Depth Lancing Device for Painless Blood Sampling | Compatible with Most Lancets | Easy to Use","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KAYALPATTINAM, Komputhurai","TAMIL NADU","628204","144.00","0","0","0","0","0","0","0","0","0","0","-1.18","0","142.82","Deferred",
"23 May 2026 8:32:53 am UTC","27175655182","Order","171-0578659-5341957","B0FHKN2Q5C","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","NEW DELHI","DELHI","110041","170.48","0","0","-6.82","8.18","0","0","-0.82","0","0","0","-1.18","0","169.84","Released","2 Jun 2026 9:16:14 pm UTC"
"23 May 2026 8:32:54 am UTC","27129776332","Order","171-8756846-7421111","YR-QF1H-KY1O","Diamond Deluxe BP Cuff with Bladder, Bulb and Valve for Aneroid/Mercurial Sphygmomanometer, Adult, 300 grams","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","DEVRUKH","MAHARASHTRA","415804","760.95","0","0","0","38.05","0","0","-3.80","0","0","0","-53.10","0","742.10","Deferred",
"23 May 2026 8:32:56 am UTC","27175509832","Order","402-6575358-0780306","BG-HEB6-19PW","KooingTech Pressure Bulb Pump, Latex Blood Pressure Bulb, Black Squeeze Bulb Pump for Manually Inflating Blood Pressure Replacement Parts","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","DEESA","GUJARAT","385540","173.33","0","0","0","8.67","0","0","-0.87","0","0","0","-1.18","0","179.95","Released","3 Jun 2026 7:12:36 am UTC"
"23 May 2026 8:32:58 am UTC","27129830212","Order","404-7535449-1456367","B4-0MXK-FSI8","Sphygmomanometer BP Monitor Arm Cuff Rubber Bladder, Double Tube, Black, Adult, Corded Electric","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","MADARAM ADILABAD DISTRICT","TELANGANA","504272","208.57","0","0","0","10.43","0","0","-1.04","0","0","0","-1.18","0","216.78","Deferred",
"23 May 2026 8:32:59 am UTC","27129776332","Order","407-5072069-5119550","RoundBloodLancets_100_pcs","VATSALYA MEDTECH Round Blood Lancets - 100 Pcs (Blue) | Compatible with Dr. Morepen Glucometer & All Lancing Devices | Sterile & Single Use | Painless","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","KARTARPUR","PUNJAB","144805","170.48","0","0","-6.82","8.18","0","0","-0.82","0","0","0","-1.18","0","169.84","Deferred",
"23 May 2026 8:32:59 am UTC","27129776332","Order","405-1169852-6911542","BG-HEB6-19PW","KooingTech Pressure Bulb Pump, Latex Blood Pressure Bulb, Black Squeeze Bulb Pump for Manually Inflating Blood Pressure Replacement Parts","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","CHENNAI","TAMIL NADU","600089","173.33","0","0","0","8.67","0","0","-0.87","0","0","0","-1.18","0","179.95","Deferred",
"23 May 2026 8:33:03 am UTC","27129776332","Order","407-6999613-2935543","OB-SK2N-S8TT","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","SHILLONG","MEGHALAYA","793018","170.48","0","0","0","8.52","0","0","-0.85","0","0","0","-1.18","0","176.97","Deferred",
"23 May 2026 8:33:07 am UTC","27175655182","Order","403-9754011-9618766","OB-SK2N-S8TT","Dr. Morepen Supported Glucometer Round Blood Lancet 200 Pcs Blue Colour | VATS 200 Round Blood Lancet 200 Pieces Glucometer Lancets (Blue Colour)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","GAYA","BIHAR","823002","170.48","0","0","0","8.52","0","0","-0.85","0","0","0","-1.18","0","176.97","Released","4 Jun 2026 6:48:54 am UTC"
